time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-17T14:35:55.830Z,-3.3439,152.1346,368.16,6.3,mww,,21,0.842,1.44,us,us2000jj68,2019-02-19T18:30:33.040Z,"48km NW of Namatanai, Papua New Guinea",earthquake,9,3.8,0.043,51,reviewed,us,us
2019-02-02T09:27:34.530Z,-2.8604,100.0208,10,6.1,mww,,47,3.286,1.15,us,us2000jcbz,2019-02-04T17:06:36.040Z,"166km SSE of Muara Siberut, Indonesia",earthquake,6.8,1.8,0.073,18,reviewed,us,us
2019-01-26T03:51:38.430Z,-7.0194,156.3109,361.92,6.2,mww,,13,4.328,1.15,us,us2000j92w,2019-02-24T01:29:30.166Z,"49km SW of Chirovanga, Solomon Islands",earthquake,8.4,3.2,0.048,41,reviewed,us,us
2019-01-22T05:10:03.490Z,-10.4071,119.0372,24,6.4,mww,,32,3.614,1.32,us,us2000j73a,2019-02-25T12:36:14.198Z,"78km S of Kahale, Indonesia",earthquake,5.3,1.8,0.036,75,reviewed,us,us
2019-01-21T23:59:22.600Z,-10.3113,119.1472,16.77,6,mww,,41,3.473,1.11,us,us2000j70q,2019-01-22T15:56:03.040Z,"65km SSW of Bogorawatu, Indonesia",earthquake,6.2,3.2,0.069,20,reviewed,us,us
2019-01-17T15:06:35.650Z,-3.2307,146.3889,10,6.2,mww,,40,1.531,1.01,us,us2000j545,2019-02-20T22:35:47.730Z,"165km SW of Lorengau, Papua New Guinea",earthquake,6.2,1.7,0.047,43,reviewed,us,us
2019-01-06T17:27:20.670Z,2.2414,126.7361,60,6.6,mww,,23,1.59,0.96,us,us2000j0uj,2019-02-20T00:24:23.617Z,"152km WNW of Tobelo, Indonesia",earthquake,6.1,1.9,0.04,60,reviewed,us,us
2018-12-29T03:39:09.740Z,5.8983,126.9209,60.21,7,mww,,21,1.769,1.45,us,us2000iyta,2019-01-29T22:04:21.586Z,"96km ESE of Pondaguitan, Philippines",earthquake,6.1,3.2,0.038,67,reviewed,us,us
2018-12-16T09:42:37.200Z,-3.9226,140.2323,61.97,6.1,mww,,14,7.364,0.93,us,us2000iu2u,2019-02-16T22:29:10.040Z,"147km SSW of Abepura, Indonesia",earthquake,3,3.8,0.045,48,reviewed,us,us
2018-12-01T13:27:21.080Z,-7.3841,128.7065,136,6.4,mww,,20,2.637,0.93,us,us1000hzjp,2019-02-09T19:02:17.040Z,"294km WNW of Saumlaki, Indonesia",earthquake,7.2,1.9,0.043,52,reviewed,us,us
2018-11-16T03:26:55.640Z,-10.5383,163.1676,10,6.2,mww,,25,3.354,1.18,us,us1000hsie,2019-01-30T18:36:21.040Z,"136km E of Kirakira, Solomon Islands",earthquake,8.4,1.8,0.05,39,reviewed,us,us
2018-11-04T07:55:29.280Z,7.7599,123.867,600.71,6,mww,,22,1.831,0.6,us,us2000i6mv,2019-01-21T14:29:46.040Z,"10km SSE of Sapad, Philippines",earthquake,8.9,3.3,0.036,74,reviewed,us,us
2018-10-10T22:00:34.500Z,-4.9624,151.7231,121,6.2,mww,,12,0.883,0.96,us,us1000habl,2018-12-21T21:15:49.040Z,"90km SW of Kokopo, Papua New Guinea",earthquake,5,1.8,0.046,46,reviewed,us,us
2018-10-10T20:48:20.100Z,-5.7012,151.2046,39,7,mww,,18,1.778,1.1,us,us1000haa3,2018-12-21T21:15:49.040Z,"118km E of Kimbe, Papua New Guinea",earthquake,7.2,1.9,0.056,31,reviewed,us,us
2018-10-10T20:45:25.300Z,-5.7433,151.3533,41.56,6.1,mb,,20,1.74,0.95,us,us1000ha9t,2018-12-21T21:15:49.040Z,"135km E of Kimbe, Papua New Guinea",earthquake,6.6,3.7,0.034,338,reviewed,us,us
2018-10-10T18:44:55.280Z,-7.4525,114.4553,9,6,mww,,27,1.054,1.15,us,us1000ha6q,2018-12-21T21:15:48.040Z,"40km NNE of Cungapmimbo, Indonesia",earthquake,5.8,1.7,0.041,58,reviewed,us,us
2018-10-01T23:59:42.740Z,-10.5585,120.2424,29,6,mww,,19,2.742,1.32,us,us1000h5eg,2018-12-14T20:32:39.040Z,"40km S of Nggongi, Indonesia",earthquake,5.3,1.9,0.047,44,reviewed,us,us
2018-09-28T10:02:45.250Z,-0.2559,119.8462,20,7.5,mww,,13,1.649,1,us,us1000h3p4,2019-02-01T23:05:00.574Z,"70km N of Palu, Indonesia",earthquake,5.8,1.8,0.05,39,reviewed,us,us
2018-09-28T06:59:59.740Z,-0.4009,119.7705,4.99,6.1,mww,,33,1.81,0.95,us,us1000h3mf,2018-12-01T16:42:50.040Z,"55km NNW of Palu, Indonesia",earthquake,5.8,3.5,0.071,19,reviewed,us,us
2018-09-09T19:31:35.090Z,-10.0207,161.5025,68,6.5,mww,,25,1.638,0.97,us,us2000hbk9,2018-11-14T17:40:19.040Z,"66km NW of Kirakira, Solomon Islands",earthquake,7.5,1.9,0.035,77,reviewed,us,us
2018-09-08T07:16:49.620Z,7.2377,126.4779,10,6.2,mww,,30,0.907,0.92,us,us2000haxi,2018-11-14T17:40:18.040Z,"7km WNW of Manay, Philippines",earthquake,6.1,1.8,0.043,52,reviewed,us,us
2018-08-28T22:35:13.410Z,16.8044,146.8395,55,6.4,mww,,15,1.854,0.94,us,us1000gj78,2018-11-07T18:37:03.040Z,"134km ENE of Anatahan, Northern Mariana Islands",earthquake,7.8,1.9,0.05,39,reviewed,us,us
2018-08-28T07:08:11.360Z,-10.773,124.1871,14,6.2,mww,,74,1.014,1.4,us,us1000gii0,2018-11-07T18:37:03.040Z,"94km SE of Kupang, Indonesia",earthquake,8.9,1.8,0.053,34,reviewed,us,us
2018-08-19T14:56:27.490Z,-8.319,116.6272,21,6.9,mww,,31,2.453,0.88,us,us1000gda5,2018-10-27T16:22:07.040Z,"1km S of Belanting, Indonesia",earthquake,6.4,1.8,0.057,30,reviewed,us,us
2018-08-19T04:10:22.640Z,-8.3366,116.5993,16,6.3,mww,,14,2.424,1.11,us,us1000gcvr,2018-10-27T16:22:06.040Z,"4km SW of Belanting, Indonesia",earthquake,6.2,1.7,0.11,8,reviewed,us,us
2018-08-17T15:35:01.890Z,-7.3718,119.8017,529,6.5,mww,,23,2.719,0.98,us,us1000gbi4,2018-10-27T16:22:04.040Z,"114km NNW of Nggilat, Indonesia",earthquake,8.8,1.9,0.045,48,reviewed,us,us
2018-08-05T11:46:38.630Z,-8.2581,116.4375,34,6.9,mww,,15,2.271,1.05,us,us1000g3ub,2019-02-08T12:36:56.155Z,"0km SW of Loloan, Indonesia",earthquake,6.2,1.7,0.034,83,reviewed,us,us
2018-07-28T22:47:38.740Z,-8.2395,116.508,14,6.4,mww,,14,2.342,1.15,us,us2000ggbs,2018-10-09T16:43:27.040Z,"5km WNW of Obelobel, Indonesia",earthquake,3.6,1.6,0.054,33,reviewed,us,us
2018-07-28T17:07:23.380Z,-7.1039,122.7263,578.16,6,mww,,19,1.597,1.31,us,us2000gg76,2018-10-09T16:43:20.040Z,"150km N of Palue, Indonesia",earthquake,7.7,2.7,0.039,63,reviewed,us,us
2018-07-19T18:30:32.710Z,-6.1139,148.7302,29.62,6,mww,,16,3.62,0.75,us,usd00090uc,2018-10-04T14:15:31.040Z,"91km W of Kandrian, Papua New Guinea",earthquake,8.2,2.7,0.05,39,reviewed,us,us
2018-05-09T07:57:54.950Z,-5.8822,151.7836,9,6,mww,,24,1.722,0.84,us,us1000e17w,2018-08-08T15:19:45.040Z,"177km SSW of Kokopo, Papua New Guinea",earthquake,3.2,1.8,0.046,45,reviewed,us,us
2018-05-05T06:19:05.040Z,14.5708,123.9192,18,6.1,mww,,21,2.928,0.98,us,us1000dym9,2018-07-27T20:20:29.040Z,"64km NNW of Pandan, Philippines",earthquake,4.4,1.8,0.055,32,reviewed,us,us
2018-04-15T19:30:43.200Z,1.4083,126.8759,34,6,mww,,29,0.8,1.35,us,us2000e0mq,2018-07-07T02:25:24.040Z,"88km NW of Kota Ternate, Indonesia",earthquake,6,1.7,0.057,30,reviewed,us,us
2018-04-07T05:48:40.010Z,-5.8382,142.5314,18.07,6.3,mww,,19,5.796,0.84,us,us2000dvwq,2018-06-30T01:11:32.040Z,"84km WSW of Porgera, Papua New Guinea",earthquake,7.1,3,0.065,23,reviewed,us,us
2018-04-05T03:53:38.410Z,6.8325,126.7785,34,6,mww,,17,1.213,0.82,us,us2000dus5,2018-06-30T01:11:29.040Z,"43km ESE of Tarragona, Philippines",earthquake,7.3,1.8,0.06,27,reviewed,us,us
2018-03-29T21:25:36.790Z,-5.5321,151.4999,35,6.9,mww,,18,1.487,1.02,us,us1000db40,2018-06-22T21:32:15.040Z,"150km E of Kimbe, Papua New Guinea",earthquake,6.6,1.8,0.057,30,reviewed,us,us
2018-03-26T09:51:00.430Z,-5.5024,151.4025,40,6.7,mww,,15,1.507,1.18,us,us1000d937,2018-06-22T21:32:09.040Z,"139km E of Kimbe, Papua New Guinea",earthquake,6.5,0.8,0.049,40,reviewed,us,us
2018-03-25T20:14:47.690Z,-6.6343,129.8172,169,6.4,mww,,13,1.988,1.09,us,us1000d8xh,2018-06-19T01:35:53.040Z,"220km NW of Saumlaki, Indonesia",earthquake,6.5,0.7,0.033,87,reviewed,us,us
2018-03-24T11:23:32.050Z,-5.4959,151.4971,33,6.3,mww,,19,5.361,0.95,us,us1000d8k9,2018-06-19T01:35:51.040Z,"150km E of Kimbe, Papua New Guinea",earthquake,7.1,1.3,0.048,42,reviewed,us,us
2018-03-08T17:39:51.100Z,-4.3762,153.1996,22.86,6.8,mww,,16,1.049,1.05,us,us1000d1kv,2018-06-08T05:12:15.040Z,"21km ENE of Taron, Papua New Guinea",earthquake,6.5,3,0.046,45,reviewed,us,us
2018-03-06T14:13:07.650Z,-6.3043,142.6116,20.49,6.7,mww,,19,5.457,0.97,us,us2000dcx1,2018-06-08T05:12:11.040Z,"113km SW of Porgera, Papua New Guinea",earthquake,5.3,2.7,0.038,68,reviewed,us,us
2018-03-04T19:56:17.890Z,-6.331,142.5994,10,6,mww,,18,5.452,1.25,us,us2000dc52,2018-05-27T01:06:13.040Z,"116km SW of Porgera, Papua New Guinea",earthquake,8,1.8,0.049,40,reviewed,us,us
2018-02-28T02:45:45.430Z,-6.1696,142.4681,16,6.1,mww,,19,5.651,1.03,us,us2000d90d,2018-05-27T01:06:05.040Z,"112km SW of Porgera, Papua New Guinea",earthquake,7.1,1.7,0.054,33,reviewed,us,us
2018-02-26T15:18:00.280Z,-6.5052,143.255,19,6.3,mww,,19,4.822,0.88,us,us2000d867,2018-05-27T01:06:02.040Z,"56km SW of Mendi, Papua New Guinea",earthquake,6.6,1.7,0.059,28,reviewed,us,us
2018-02-26T13:34:53.530Z,-2.7774,126.6859,9,6.1,mww,,38,3.59,0.8,us,us2000d855,2018-05-27T01:06:02.040Z,"44km NE of Airbuaya, Indonesia",earthquake,6.7,1.7,0.048,41,reviewed,us,us
2018-02-25T17:44:44.140Z,-6.0699,142.7536,25.21,7.5,mww,,17,5.48,1.31,us,us2000d7q6,2018-10-17T21:54:49.859Z,"83km SW of Porgera, Papua New Guinea",earthquake,7.2,3,0.039,63,reviewed,us,us
2018-02-11T23:14:15.080Z,13.8205,146.4377,10,6,mww,,15,1.542,0.73,us,us2000d0p1,2018-05-03T22:15:11.040Z,"138km ESE of Rota, Northern Mariana Islands",earthquake,7.2,1.7,0.057,30,reviewed,us,us
2018-01-26T22:47:57.760Z,-3.5138,145.8477,10,6.3,mww,,18,2.105,0.7,us,us2000cq5t,2018-04-20T07:05:27.040Z,"189km N of Madang, Papua New Guinea",earthquake,6.8,1.7,0.065,23,reviewed,us,us
2017-12-15T16:47:58.230Z,-7.4921,108.1743,90,6.5,mww,,28,2.365,1.07,us,us2000c4v8,2019-01-08T10:10:03.220Z,"1km E of Kampungbaru, Indonesia",earthquake,8,1.8,0.058,29,reviewed,us,us
2017-12-09T15:14:24.770Z,10.0928,140.2016,10,6.1,mww,,37,5.739,1.19,us,us2000c2du,2018-02-28T02:32:34.040Z,"50km NW of Fais, Micronesia",earthquake,8.5,1.8,0.042,55,reviewed,us,us
2017-12-08T09:51:08.050Z,10.0116,140.1871,8,6.3,mww,,42,5.8,0.68,us,us2000c1zn,2018-02-28T02:32:33.040Z,"45km NW of Fais, Micronesia",earthquake,6.3,1.8,0.065,23,reviewed,us,us
2017-12-08T00:22:54.200Z,10.1164,140.2197,12.79,6.4,mww,,13,5.711,0.76,us,us2000c1wt,2018-02-28T02:32:32.040Z,"50km NW of Fais, Micronesia",earthquake,2.1,2.8,0.041,58,reviewed,us,us
2017-12-01T02:49:58.490Z,-6.1346,147.6564,34,6,mww,,11,3.286,1.06,us,us1000bjph,2018-02-20T09:06:10.040Z,"56km NNW of Finschhafen, Papua New Guinea",earthquake,6.6,1.7,0.059,28,reviewed,us,us
2017-11-27T07:11:11.620Z,-4.5746,153.2269,54,6,mww,,37,1.126,0.7,us,us2000burc,2018-02-20T09:06:04.040Z,"24km ESE of Taron, Papua New Guinea",earthquake,7.7,1.9,0.05,38,reviewed,us,us
2017-11-07T21:26:38.480Z,-4.2433,143.4846,110.57,6.5,mww,,10,4.449,0.97,us,us2000bk15,2018-04-07T05:57:29.143Z,"67km WSW of Angoram, Papua New Guinea",earthquake,7.2,3.3,0.044,50,reviewed,us,us
2017-10-31T11:50:48.370Z,-3.7449,127.7517,6,6.1,mww,,22,4.503,1.15,us,us1000ayz8,2018-01-24T01:25:00.040Z,"41km WSW of Hila, Indonesia",earthquake,6.6,1.7,0.05,39,reviewed,us,us
2017-10-24T10:47:47.860Z,-7.2168,123.0735,553.81,6.7,mww,,16,1.634,0.97,us,us1000aw8q,2018-01-17T21:50:32.040Z,"144km NNE of Palue, Indonesia",earthquake,8.6,3.1,0.046,46,reviewed,us,us
2017-08-31T17:06:55.750Z,-1.159,99.6881,43.14,6.3,mww,,20,2,1.13,us,us2000adjh,2017-11-28T18:33:55.040Z,"71km NE of Muara Siberut, Indonesia",earthquake,6.5,3.3,0.056,31,reviewed,us,us
2017-08-27T04:17:51.000Z,-1.4525,148.08,8,6.3,mww,,13,0.923,0.83,us,us2000ac7a,2017-11-28T18:33:48.040Z,"109km NE of Lorengau, Papua New Guinea",earthquake,5.9,1.7,0.061,26,reviewed,us,us
2017-08-13T03:08:10.560Z,-3.7682,101.6228,31,6.4,mww,,26,1.453,0.9,us,us2000a7q2,2017-11-14T01:42:04.040Z,"71km W of Bengkulu, Indonesia",earthquake,5.8,1.7,0.057,30,reviewed,us,us
2017-08-11T05:28:25.790Z,14.0065,120.7391,172,6.2,mww,,17,0.214,0.81,us,us2000a77i,2017-10-25T00:38:08.040Z,"1km SE of Tuy, Philippines",earthquake,6.6,1.9,0.045,47,reviewed,us,us
2017-07-13T03:36:08.640Z,-4.7787,153.2109,34,6.4,mww,,15,6.435,0.81,us,us20009vvi,2017-10-06T23:56:16.040Z,"39km SSE of Taron, Papua New Guinea",earthquake,7.6,1.5,0.073,18,reviewed,us,us
2017-07-06T08:03:57.550Z,11.1269,124.6286,9,6.5,mww,,30,4.139,0.65,us,us1000976a,2017-10-03T00:47:51.040Z,"2km S of Lim-oo, Philippines",earthquake,6.9,1.8,0.047,44,reviewed,us,us
2017-05-29T14:35:21.510Z,-1.2923,120.4313,12,6.6,mww,,18,2.353,0.9,us,us10008w1z,2017-08-15T02:26:45.040Z,"28km WNW of Kasiguncu, Indonesia",earthquake,5.6,1.7,0.045,47,reviewed,us,us
2017-05-20T01:06:14.250Z,9.3818,123.9537,533,6,mww,,28,2.804,0.99,us,us10008tp0,2017-08-05T03:32:12.040Z,"25km S of Alburquerque, Philippines",earthquake,8,1.9,0.042,55,reviewed,us,us
2017-05-15T13:22:38.630Z,-4.022,152.4781,10,6.2,mww,,21,7.515,0.82,us,us10008sjn,2017-08-05T03:32:07.040Z,"39km ENE of Rabaul, Papua New Guinea",earthquake,5.9,1.8,0.071,19,reviewed,us,us
2017-04-28T20:23:17.260Z,5.5043,125.0658,26,6.9,mww,,14,1.636,0.99,us,us10008ls4,2017-08-05T00:39:03.876Z,"31km SW of Burias, Philippines",earthquake,6.6,1.8,0.044,49,reviewed,us,us
2017-03-19T15:43:25.690Z,-8.1364,160.7536,8.37,6,mww,,32,1.519,0.92,us,us20008t6m,2017-06-12T19:46:50.040Z,"70km N of Auki, Solomon Islands",earthquake,7.9,3.3,0.068,21,reviewed,us,us
2017-03-05T22:47:53.970Z,-5.9945,149.3619,37,6.3,mww,,17,3.316,0.91,us,us1000876f,2017-05-31T01:58:54.040Z,"32km NW of Kandrian, Papua New Guinea",earthquake,7.4,1.9,,,reviewed,us,us
2017-03-04T02:58:20.280Z,-7.3277,155.748,17,6.1,mww,,15,4.654,1.03,us,us100086x7,2017-05-24T02:48:15.040Z,"115km SSE of Panguna, Papua New Guinea",earthquake,6.8,1.6,0.056,31,reviewed,us,us
2017-02-10T14:03:43.920Z,9.9071,125.4516,15,6.5,mww,,36,2.822,0.95,us,us20008ixa,2017-05-25T15:03:39.578Z,"10km N of Mabua, Philippines",earthquake,5.2,1.7,,,reviewed,us,us
2017-01-22T04:30:22.960Z,-6.2464,155.1718,135,7.9,mww,,9,3.625,1.22,us,us10007uph,2018-10-17T21:53:19.164Z,"35km WNW of Panguna, Papua New Guinea",earthquake,7.3,1.8,0.042,54,reviewed,us,us
2017-01-19T23:04:21.150Z,-10.3506,161.3355,36,6.5,mww,,21,1.64,0.85,us,us10007u7n,2017-04-12T02:29:02.040Z,"65km W of Kirakira, Solomon Islands",earthquake,6.6,1.8,,,reviewed,us,us
2017-01-10T15:27:14.780Z,-10.1132,161.0271,26,6.3,mww,,14,1.257,0.69,us,us10007sd4,2017-04-01T00:26:07.040Z,"104km WNW of Kirakira, Solomon Islands",earthquake,7.2,1.7,,,reviewed,us,us
2017-01-10T06:13:48.140Z,4.4782,122.6171,627.17,7.3,mww,,18,3.813,1.05,us,us10007s9c,2017-05-07T17:42:08.352Z,"189km SSE of Tabiauan, Philippines",earthquake,8.5,3,,,reviewed,us,us
2016-12-29T22:30:19.300Z,-9.0279,118.6639,79,6.3,mww,,26,3.553,1.42,us,us10007nl0,2017-03-23T22:52:09.040Z,"29km S of Tolotangga, Indonesia",earthquake,6.2,1.8,,,reviewed,us,us
2016-12-24T01:32:16.040Z,-5.2453,153.5754,35,6,mww,,13,1.753,0.91,us,us10007mf5,2017-03-23T22:52:00.040Z,"105km SE of Taron, Papua New Guinea",earthquake,6.9,1.9,,,reviewed,us,us
2016-12-21T00:17:14.990Z,-7.5082,127.9206,152,6.7,mww,,17,3.38,1.2,us,us10007lkw,2017-03-16T02:31:31.040Z,"283km ENE of Dili, East Timor",earthquake,5.3,1.8,,,reviewed,us,us
2016-12-20T12:33:14.240Z,-10.1785,160.9149,10,6,mww,,14,1.204,0.88,us,us200082tk,2017-03-16T02:31:30.040Z,"114km WNW of Kirakira, Solomon Islands",earthquake,5.7,1.6,,,reviewed,us,us
2016-12-20T04:21:29.150Z,-10.175,161.2271,20,6.4,mww,,21,1.458,0.87,us,us200082pp,2017-03-16T02:31:30.040Z,"81km WNW of Kirakira, Solomon Islands",earthquake,8,1.7,,,reviewed,us,us
2016-12-18T09:47:06.130Z,8.3725,137.6736,19,6.2,mww,,16,8.76,1.06,us,us2000828l,2017-03-16T02:31:27.040Z,"22km ESE of Ngulu, Micronesia",earthquake,8.2,1.7,,,reviewed,us,us
2016-12-17T11:27:36.170Z,-5.6291,154.0216,8.43,6.3,mww,,31,2.338,0.84,us,us200081w0,2017-03-16T02:31:25.040Z,"168km SE of Taron, Papua New Guinea",earthquake,8.3,3.2,,,reviewed,us,us
2016-12-17T10:51:10.500Z,-4.5049,153.5216,94.54,7.9,mww,,13,1.389,0.97,us,us200081v8,2018-10-17T21:50:55.380Z,"54km E of Taron, Papua New Guinea",earthquake,7.3,3.8,,,reviewed,us,us
2016-12-10T16:24:34.970Z,-5.6593,154.4734,142.58,6,mww,,13,2.724,0.8,us,us20007ztn,2017-03-09T02:14:26.040Z,"132km WNW of Arawa, Papua New Guinea",earthquake,8.6,3.9,,,reviewed,us,us
2016-12-09T19:10:06.840Z,-10.749,161.1316,19.73,6.9,mww,,26,1.747,0.88,us,us20007zlq,2017-03-09T02:14:24.040Z,"92km WSW of Kirakira, Solomon Islands",earthquake,7,2.6,,,reviewed,us,us
2016-12-08T21:56:07.500Z,-10.8416,161.3137,12.26,6.5,mww,,18,1.937,0.98,us,us20007zbn,2017-03-03T07:06:10.040Z,"79km WSW of Kirakira, Solomon Islands",earthquake,7.1,1.5,,,reviewed,us,us
2016-12-08T17:38:46.280Z,-10.6812,161.3273,40,7.8,mww,,13,1.836,0.88,us,us20007z80,2018-10-17T21:50:46.404Z,"69km WSW of Kirakira, Solomon Islands",earthquake,8.3,1.8,,,reviewed,us,us
2016-12-06T22:03:33.390Z,5.2834,96.1678,13,6.5,mww,,27,0.778,1.13,us,us10007ghm,2017-03-03T07:06:05.040Z,"14km WNW of Reuleuet, Indonesia",earthquake,5.6,0.2,,,reviewed,us,us
2016-12-05T01:13:04.880Z,-7.3158,123.3802,526,6.3,mww,,14,1.732,1.03,us,us10007ev8,2017-03-03T07:06:02.040Z,"147km NNE of Palue, Indonesia",earthquake,5.6,1.9,,,reviewed,us,us
2016-11-01T19:03:30.100Z,-6.1039,148.6588,51.99,6,mww,,17,3.6,0.82,us,us100073jd,2017-01-24T02:02:13.040Z,"99km W of Kandrian, Papua New Guinea",earthquake,6.7,4.1,,,reviewed,us,us
2016-10-19T00:26:01.090Z,-4.8626,108.1627,614,6.6,mww,,16,2.022,1.21,us,us20007f7j,2017-01-15T01:13:54.040Z,"161km NNE of Pamanukan, Indonesia",earthquake,6.6,1.9,,,reviewed,us,us
2016-10-17T06:14:58.270Z,-6.0033,148.8871,42,6.8,mww,,11,3.727,1.13,us,us20007ept,2017-01-15T01:13:56.040Z,"77km WNW of Kandrian, Papua New Guinea",earthquake,1.8,1.8,,,reviewed,us,us
2016-10-15T08:03:38.150Z,-4.2735,150.3606,442,6.3,mww,,18,1.661,0.98,us,us20007ebu,2017-01-15T01:13:56.040Z,"143km N of Kimbe, Papua New Guinea",earthquake,9.2,1.9,,,reviewed,us,us
2016-09-23T22:53:10.400Z,6.5717,126.4918,65,6.3,mww,,13,1.032,0.93,us,us10006s4v,2016-12-14T03:17:45.040Z,"36km SE of Tamisan, Philippines",earthquake,2.3,1.8,,,reviewed,us,us
2016-09-17T01:20:17.940Z,-2.0829,140.5718,9,6,mww,,12,6.79,0.94,us,us10006qas,2016-12-12T23:01:26.040Z,"51km NNW of Jayapura, Indonesia",earthquake,7.3,1.7,,,reviewed,us,us
2016-09-14T07:25:00.070Z,-9.329,159.1673,14,6,mww,,15,0.777,1.24,us,us10006pfn,2016-12-07T02:56:15.040Z,"86km W of Honiara, Solomon Islands",earthquake,6.5,1.7,,,reviewed,us,us
2016-08-31T03:11:34.420Z,-3.6849,152.7915,476,6.8,mww,,12,0.803,0.63,us,us10006iy0,2016-11-29T01:28:47.040Z,"39km E of Namatanai, Papua New Guinea",earthquake,8.1,1.9,,,reviewed,us,us
2016-08-23T19:39:44.580Z,-7.2872,122.4345,533,6,mww,,10,1.353,1.17,us,us10006g2n,2016-11-19T04:58:36.040Z,"132km N of Nebe, Indonesia",earthquake,5.5,3.4,,,reviewed,us,us
2016-07-25T19:38:45.560Z,-2.969,148.0345,14,6.4,mww,,12,1.136,0.73,us,us20006hkb,2016-11-10T22:17:34.896Z,"134km SE of Lorengau, Papua New Guinea",earthquake,6.8,1.7,,,reviewed,us,us
2016-06-21T17:12:07.370Z,-3.4199,151.8796,354,6.3,mww,,12,0.816,1.08,us,us200065sc,2016-11-10T22:16:45.680Z,"67km WNW of Namatanai, Papua New Guinea",earthquake,7.6,1.7,,,reviewed,us,us
2016-06-10T04:17:44.840Z,-8.6757,160.559,30.4,6.2,mww,,13,0.969,1.02,us,us200063dk,2017-10-11T21:29:51.409Z,"18km WNW of Auki, Solomon Islands",earthquake,6.7,3.4,,,reviewed,us,us
2016-06-09T04:13:08.130Z,-11.2487,116.2669,19,6.1,mww,,27,3.459,0.76,us,us200062zs,2016-11-10T22:16:21.322Z,"260km S of Kute, Indonesia",earthquake,6.6,1.7,,,reviewed,us,us
2016-06-07T19:15:15.330Z,1.2789,126.3712,31,6.3,mww,,10,1.115,1.1,us,us200062l9,2016-11-10T22:16:19.131Z,"123km WNW of Kota Ternate, Indonesia",earthquake,5.3,1.8,,,reviewed,us,us
2016-06-05T16:25:33.540Z,-4.587,125.6264,429.62,6.3,mww,,17,5.308,1.13,us,us2000626m,2016-11-10T22:16:11.202Z,"133km SW of Leksula, Indonesia",earthquake,8.7,3.7,,,reviewed,us,us
2016-06-01T22:56:00.800Z,-2.0967,100.6654,50,6.6,mww,,16,2.435,0.87,us,us20005zt1,2017-10-11T21:29:24.257Z,"79km W of Sungaipenuh, Indonesia",earthquake,3.5,1.8,,,reviewed,us,us
2016-04-13T18:21:52.730Z,7.7917,122.0231,17,6,mww,,19,3.598,0.93,us,us20005hux,2017-10-11T21:24:29.524Z,"15km NW of Siocon, Philippines",earthquake,3.3,1.6,,,reviewed,us,us
2016-04-06T14:45:29.620Z,-8.2036,107.3857,29,6.1,mww,,31,1.39,1.44,us,us20005fv5,2016-11-10T22:15:02.165Z,"71km SSW of Bunisari, Indonesia",earthquake,5.3,1.7,,,reviewed,us,us
2016-04-01T19:24:55.370Z,-3.3585,144.887,6,6.2,mww,,37,2.8,1.42,us,us20005e01,2016-11-10T22:14:55.435Z,"119km NE of Angoram, Papua New Guinea",earthquake,6.5,1.8,,,reviewed,us,us
2016-02-17T17:26:02.210Z,0.8597,129.0605,9,6,mww,,22,1.695,1,us,us200050wc,2016-11-10T22:12:48.774Z,"151km SE of Tobelo, Indonesia",earthquake,6,1.7,,,reviewed,us,us
2016-02-12T10:02:24.050Z,-9.6338,119.4013,28,6.3,mww,,39,2.971,1.14,us,us20004zp9,2017-10-11T21:22:19.137Z,"0km W of Komerda, Indonesia",earthquake,6.4,1.7,,,reviewed,us,us
2016-02-08T16:19:12.780Z,-6.6207,154.7421,29,6.4,mww,,11,5.865,0.63,us,us20004yr0,2016-11-10T22:11:46.147Z,"88km WSW of Panguna, Papua New Guinea",earthquake,7.7,1.7,,,reviewed,us,us
2016-01-26T03:10:20.750Z,-5.2952,153.2454,26,6.1,mww,,25,1.537,0.74,us,us20004uks,2016-11-10T22:10:03.221Z,"94km SSE of Taron, Papua New Guinea",earthquake,6.2,1.8,,,reviewed,us,us
2016-01-11T16:38:05.900Z,3.8965,126.8621,13,6.5,mww,,22,3.144,0.72,us,us10004dj5,2017-10-11T21:20:04.527Z,"227km SE of Sarangani, Philippines",earthquake,4.2,1.5,,,reviewed,us,us
2015-12-20T18:47:36.610Z,3.6455,117.6359,14,6.1,mww,,70,1.748,0.84,us,us100048hc,2017-10-11T21:19:11.224Z,"38km N of Tarakan, Indonesia",earthquake,5.4,1.7,,,reviewed,us,us
2015-12-09T10:21:48.530Z,-4.1064,129.5079,21,6.9,mww,,14,2.979,0.86,us,us20004ft7,2017-10-11T21:18:43.911Z,"107km SE of Amahai, Indonesia",earthquake,5.8,1.7,,,reviewed,us,us
2015-11-21T09:06:13.460Z,-7.1484,129.9375,82,6.1,mww,,17,4.79,0.87,us,us1000402t,2016-11-10T22:01:31.679Z,"176km WNW of Saumlaki, Indonesia",earthquake,5.8,1.6,,,reviewed,us,us
2015-11-18T18:31:04.570Z,-8.8994,158.4217,12.59,6.8,mww,,19,1.599,0.85,us,us10003zcp,2017-10-11T21:17:41.286Z,"115km SW of Dadali, Solomon Islands",earthquake,7.7,2.7,,,reviewed,us,us
